ArrayMulti,1024,8,128,0.013728
ArrayMultiAdd,1024,8,128,0.028883
ArrayMultiReduce,1024,8,128,0.004545
ArrayMultiReduceDouble,1024,8,128,0.005384
ArrayMulti,1024,16,64,0.026072
ArrayMultiAdd,1024,16,64,0.030527
ArrayMultiReduce,1024,16,64,0.005469
ArrayMultiReduceDouble,1024,16,64,0.005349
ArrayMulti,1024,32,32,0.025369
ArrayMultiAdd,1024,32,32,0.030951
ArrayMultiReduce,1024,32,32,0.005871
ArrayMultiReduceDouble,1024,32,32,0.005768
ArrayMulti,1024,64,16,0.025806
ArrayMultiAdd,1024,64,16,0.017399
ArrayMultiReduce,1024,64,16,0.005917
ArrayMultiReduceDouble,1024,64,16,0.004631
ArrayMulti,1024,128,8,0.027174
ArrayMultiAdd,1024,128,8,0.031866
ArrayMultiReduce,1024,128,8,0.005447
ArrayMultiReduceDouble,1024,128,8,0.00563
ArrayMulti,1024,256,4,0.027613
ArrayMultiAdd,1024,256,4,0.031951
ArrayMultiReduce,1024,256,4,0.005935
ArrayMultiReduceDouble,1024,256,4,0.005787
ArrayMulti,1024,512,2,0.027638
ArrayMultiAdd,1024,512,2,0.031728
ArrayMultiReduce,1024,512,2,0.005499
ArrayMultiReduceDouble,1024,512,2,0.005513
ArrayMulti,1024,1024,1,0.014295
ArrayMultiAdd,1024,1024,1,0.029672
ArrayMultiReduce,1024,1024,1,0.00592
ArrayMultiReduceDouble,1024,1024,1,0.005705
ArrayMulti,2048,8,256,0.054046
ArrayMultiAdd,2048,8,256,0.033667
ArrayMultiReduce,2048,8,256,0.010953
ArrayMultiReduceDouble,2048,8,256,0.011563
ArrayMulti,2048,16,128,0.039965
ArrayMultiAdd,2048,16,128,0.060056
ArrayMultiReduce,2048,16,128,0.00932
ArrayMultiReduceDouble,2048,16,128,0.011507
ArrayMulti,2048,32,64,0.055621
ArrayMultiAdd,2048,32,64,0.046976
ArrayMultiReduce,2048,32,64,0.010725
ArrayMultiReduceDouble,2048,32,64,0.011656
ArrayMulti,2048,64,32,0.053455
ArrayMultiAdd,2048,64,32,0.032782
ArrayMultiReduce,2048,64,32,0.011766
ArrayMultiReduceDouble,2048,64,32,0.011733
ArrayMulti,2048,128,16,0.052606
ArrayMultiAdd,2048,128,16,0.061962
ArrayMultiReduce,2048,128,16,0.010482
ArrayMultiReduceDouble,2048,128,16,0.011456
ArrayMulti,2048,256,8,0.052095
ArrayMultiAdd,2048,256,8,0.064246
