16,16384,0.190613,499.790117
16,16384,0.190613,501.390558
16,16384,0.190613,501.454402
16,16384,0.190613,497.957588
16,16384,0.190613,506.885543
16,16384,0.190613,504.891146
16,16384,0.190613,505.504255
16,16384,0.190613,504.532914
16,16384,0.190613,511.049459
16,16384,0.190613,504.657222
16,16384,0.190613,503.639591
16,16384,0.190430,506.955806
16,16384,0.190430,505.838882
16,16384,0.190430,504.249699
16,16384,0.190430,503.085314
16,16384,0.190430,506.740031
16,16384,0.190430,502.566838
16,16384,0.190430,509.280445
16,16384,0.190430,507.186813
16,16384,0.190430,505.409450
16,16384,0.190430,500.900065
16,16384,0.190430,498.660831
16,16384,0.190430,506.880496
16,16384,0.186035,508.572206
16,16384,0.186035,508.824920
16,16384,0.186035,501.012800
16,16384,0.186035,501.002974
16,16384,0.186035,505.070416
16,16384,0.186035,504.046166
16,16384,0.186035,503.827910
16,16384,0.186035,503.907267
16,16384,0.186035,504.428513
16,16384,0.186035,504.006462
16,16384,0.186035,504.736841
16,16384,0.196411,505.659029
16,16384,0.196411,504.721901
16,16384,0.196411,504.647290
16,16384,0.196411,503.590061
16,16384,0.196411,504.190098
16,16384,0.196411,503.238611
16,16384,0.196411,505.359571
16,16384,0.196411,504.259615
16,16384,0.196411,503.006252
16,16384,0.196411,502.266074
16,16384,0.196411,502.601353
16,16384,0.196411,502.443521
16,16384,0.191833,508.511616
16,16384,0.191833,508.213807
16,16384,0.191833,503.530616
16,16384,0.191833,507.267195
32,16384,0.194641,716.344397
32,16384,0.194641,720.021407
32,16384,0.194641,717.388277
32,16384,0.194641,715.643530
32,16384,0.194641,712.327978
32,16384,0.194641,715.513504
32,16384,0.194641,719.495210
32,16384,0.188477,716.454706
32,16384,0.188477,723.961439
32,16384,0.188477,718.616639
32,16384,0.188477,714.186073
32,16384,0.188477,738.635564
32,16384,0.188477,727.696537
32,16384,0.188477,714.854192
32,16384,0.188477,704.302847
32,16384,0.188477,719.879680
32,16384,0.188477,719.748111
32,16384,0.188477,723.470367
32,16384,0.191040,749.359700
32,16384,0.191040,716.204114
32,16384,0.191040,715.123784
32,16384,0.191040,717.157163
32,16384,0.191040,721.543408
32,16384,0.191040,717.569259
32,16384,0.191040,720.690290
32,16384,0.191040,740.955138
32,16384,0.191040,718.425064
32,16384,0.191040,717.689914
32,16384,0.191040,715.673566
32,16384,0.191040,717.348063
32,16384,0.192993,720.416485
32,16384,0.192993,719.839187
32,16384,0.192993,716.003826
32,16384,0.192993,721.706179
32,16384,0.192993,721.055687
32,16384,0.192993,714.884087
32,16384,0.192993,717.589340
32,16384,0.192993,716.966366
32,16384,0.192993,747.248921
32,16384,0.192993,717.800638
32,16384,0.192993,718.949697
32,16384,0.192993,720.193531
32,16384,0.187805,721.685791
32,16384,0.187805,720.974439
32,16384,0.187805,717.931497
32,16384,0.187805,715.923712
32,16384,0.187805,718.344408
32,16384,0.187805,716.564974
32,16384,0.187805,715.153701
32,16384,0.187805,712.268543
64,16384,0.192505,871.207627
64,16384,0.192505,879.725060
64,16384,0.187134,878.623051
64,16384,0.187134,871.474554
64,16384,0.187134,882.363066
64,16384,0.187134,879.407756
64,16384,0.187134,882.089427
64,16384,0.187134,895.778316
64,16384,0.187134,875.542917
64,16384,0.187134,893.963990
64,16384,0.187134,887.148503
64,16384,0.187134,897.552775
64,16384,0.187134,924.972437
64,16384,0.191040,885.981736
64,16384,0.191040,892.281411
64,16384,0.191040,883.276383
